doctor_name,gender,specialty,experience,availability,hospital,city,latitude,longitude,emergency_available
Dr. Zain Khan,Female,Cardiologist,17 years,Everyday,Ayagama District Hospital,,,,
Dr. Omar Raza,Female,Orthopedic Surgeon,18 years,Weekends,Sampathnuwara Divisional Hospital,,,,
Dr. Bilal Hussain,Male,Neurologist,6 years,Tue-Thu,Sampathnuwara Divisional Hospital,,,,
Dr. Ali Khan,Male,Neurologist,17 years,Tue-Thu,Anuradhapura Teaching Hospital,,,,yes
Dr. Bilal Ahmed,Female,Orthopedic Surgeon,13 years,Mon-Fri,Anuradhapura Teaching Hospital,,,,yes
Dr. Ali Malik,Female,Cardiologist,19 years,Tue-Thu,Anuradhapura Teaching Hospital,,,,yes
Dr. Omar Hussain,Female,Pediatrician,8 years,Tue-Thu,Base Hospital - Pulmoddai,,,,
Dr. Fatima Hussain,Female,Neurologist,5 years,Weekends,Base Hospital - Pulmoddai,,,,
Dr. Bilal Ahmed,Male,Neurologist,9 years,Tue-Thu,Base Hospital - Pulmoddai,,,,
Dr. Ali Hussain,Female,Neurologist,11 years,Tue-Thu,Ranwwiru Sewana Hospital,,7.02399399812992,79.9227397942547,
Dr. Bilal Malik,Male,Orthopedic Surgeon,13 years,Tue-Thu,sin dinero,,,,
Dr. Ali Khan,Male,Dermatologist,19 years,Everyday,Nawinna Medicare Hospital,Nawinna,6.85465046882092,79.9143408758177,
Dr. Ali Chaudhry,Male,Neurologist,11 years,Mon-Fri,Jaffna General (Teaching) Hospital,,,,
Dr. Amna Raza,Male,Pediatrician,14 years,Mon-Fri,Jaffna General (Teaching) Hospital,,,,
Dr. Sara Malik,Female,Pediatrician,7 years,Weekends,Jaffna General (Teaching) Hospital,,,,
Dr. Fatima Ahmed,Female,Pediatrician,12 years,Tue-Thu,Avissawella Base Hospital,,,,
Dr. Fatima Chaudhry,Female,Neurologist,17 years,Everyday,Avissawella Base Hospital,,,,
Dr. Fatima Raza,Male,Cardiologist,14 years,Tue-Thu,Meegoda Ayurveda Hospital,,6.84613185680664,80.0422459522176,
Dr. Fatima Raza,Male,Orthopedic Surgeon,17 years,Weekends,Meegoda Ayurveda Hospital,,6.84613185680664,80.0422459522176,
Dr. Ayesha Khan,Male,Dermatologist,16 years,Mon-Fri,Meegoda Ayurveda Hospital,,6.84613185680664,80.0422459522176,
Dr. Amna Malik,Female,Dermatologist,11 years,Tue-Thu,Public Dispensary,,7.33721314686937,80.1779797261814,
Dr. Bilal Ahmed,Female,Cardiologist,9 years,Everyday,Dambadeniya hospital,,7.34877036642212,80.1376734169338,
Dr. Amna Raza,Female,Neurologist,10 years,Weekends,Mahamodara Teaching Hospital,,,,
Dr. Omar Hussain,Female,Neurologist,11 years,Tue-Thu,Lanka Hospitals,,6.88847446561118,79.8766450264945,
Dr. Fatima Raza,Male,Dermatologist,16 years,Mon-Fri,Lanka Hospitals,,6.88847446561118,79.8766450264945,
Dr. Zain Malik,Male,Pediatrician,19 years,Tue-Thu,Hiniduma Distric Hospital,,6.33135316627272,80.3223075492881,
Dr. Bilal Khan,Female,Pediatrician,15 years,Everyday,Hiniduma Distric Hospital,,6.33135316627272,80.3223075492881,
Dr. Omar Malik,Male,Pediatrician,13 years,Everyday,Hiniduma Distric Hospital,,6.33135316627272,80.3223075492881,
Dr. Bilal Raza,Female,Pediatrician,15 years,Everyday,Marassana Hospital,,,,
Dr. Bilal Chaudhry,Male,Dermatologist,12 years,Weekends,Mohideen Thaika Mosque,,,,
Dr. Omar Hussain,Female,Orthopedic Surgeon,15 years,Weekends,Mohideen Thaika Mosque,,,,
Dr. Ayesha Chaudhry,Female,Dermatologist,20 years,Everyday,Mohideen Thaika Mosque,,,,
Dr. Sara Sheikh,Male,Pediatrician,5 years,Weekends,Polonnaruwa Hospital,,,,yes
Dr. Zain Ahmed,Male,Orthopedic Surgeon,13 years,Mon-Fri,New Yarl Hospital,,,,
Dr. Ali Chaudhry,Female,Pediatrician,14 years,Mon-Fri,New Yarl Hospital,,,,
Dr. Bilal Sheikh,Male,Pediatrician,20 years,Mon-Fri,Aurvedic Dispensary,,7.06613133412574,81.0529371779844,
Dr. Bilal Ahmed,Female,Pediatrician,15 years,Tue-Thu,Aurvedic Dispensary,,7.06613133412574,81.0529371779844,
Dr. Omar Raza,Male,Orthopedic Surgeon,18 years,Mon-Fri,Base Hospital,Kahawatta,6.57869918942862,80.5752659271709,
Dr. Ayesha Raza,Male,Pediatrician,16 years,Weekends,Cardiac Ward,,6.92068863407795,79.8696196505306,yes
Dr. Zain Chaudhry,Female,Dermatologist,17 years,Tue-Thu,Cardiac Ward,,6.92068863407795,79.8696196505306,yes
Dr. Ayesha Hussain,Male,Cardiologist,5 years,Mon-Fri,Cardiac Ward,,6.92068863407795,79.8696196505306,yes
Dr. Amna Malik,Male,Orthopedic Surgeon,11 years,Mon-Fri,Co-operative Hospital Kurunegala,Kurunegala,,,
Dr. Fatima Malik,Male,Cardiologist,16 years,Mon-Fri,Co-operative Hospital Kurunegala,Kurunegala,,,
Dr. Zain Malik,Female,Neurologist,12 years,Tue-Thu,Co-operative Hospital Kurunegala,Kurunegala,,,
Dr. Ayesha Sheikh,Male,Neurologist,6 years,Everyday,Base Hospital,Balapitiya,6.26003247417862,80.0376912260331,
Dr. Sara Sheikh,Female,Neurologist,15 years,Weekends,Hopton Hospital,,6.98472427884781,81.1976712719379,
Dr. Bilal Khan,Female,Dermatologist,6 years,Mon-Fri,Welikanda,,7.94763572285953,81.2458431591235,
Dr. Omar Khan,Female,Dermatologist,5 years,Mon-Fri,Welikanda,,7.94763572285953,81.2458431591235,
Dr. Amna Sheikh,Female,Neurologist,9 years,Tue-Thu,Ayurveda Hospital,,,,
Dr. Ayesha Raza,Female,Pediatrician,20 years,Everyday,Ayurveda Hospital,,,,
Dr. Bilal Chaudhry,Female,Cardiologist,19 years,Weekends,Thabuttegama Hospital,,,,
Dr. Omar Hussain,Male,Neurologist,20 years,Weekends,Okkampitiya Rural Hospital,,6.75546816294002,81.3005800881508,
Dr. Ayesha Chaudhry,Female,Neurologist,17 years,Everyday,Okkampitiya Rural Hospital,,6.75546816294002,81.3005800881508,
Dr. Omar Sheikh,Male,Orthopedic Surgeon,11 years,Everyday,Divisional Hospital Chankanai,,9.753909789033,79.9769093522561,
Dr. Omar Khan,Male,Dermatologist,7 years,Mon-Fri,Divisional Hospital Chankanai,,9.753909789033,79.9769093522561,
Dr. Ayesha Raza,Female,Dermatologist,12 years,Mon-Fri,Divisional Hospital Chankanai,,9.753909789033,79.9769093522561,
Dr. Amna Khan,Female,Dermatologist,16 years,Mon-Fri,Body Doc Medical Center,,6.89555071972737,79.9601666683051,no
Dr. Ali Raza,Female,Dermatologist,12 years,Tue-Thu,Body Doc Medical Center,,6.89555071972737,79.9601666683051,no
Dr. Amna Hussain,Female,Cardiologist,16 years,Mon-Fri,Body Doc Medical Center,,6.89555071972737,79.9601666683051,no
Dr. Bilal Khan,Female,Neurologist,7 years,Weekends,Hekitta Mental,,6.98281999426581,79.8768981599704,
Dr. Sara Sheikh,Female,Cardiologist,10 years,Everyday,Hekitta Mental,,6.98281999426581,79.8768981599704,
Dr. Omar Raza,Female,Orthopedic Surgeon,10 years,Mon-Fri,Singer Mega,,7.20928326003622,79.8497221858632,
Dr. Sara Khan,Female,Dermatologist,17 years,Mon-Fri,Singer Mega,,7.20928326003622,79.8497221858632,
Dr. Ali Raza,Male,Neurologist,17 years,Weekends,Primary Medical Care Unit Point Pedro,,9.82346164810036,80.2385714983943,no
Dr. Bilal Chaudhry,Male,Neurologist,13 years,Mon-Fri,Primary Medical Care Unit Point Pedro,,9.82346164810036,80.2385714983943,no
Dr. Ayesha Raza,Female,Orthopedic Surgeon,5 years,Tue-Thu,Primary Medical Care Unit Point Pedro,,9.82346164810036,80.2385714983943,no
Dr. Amna Chaudhry,Female,Cardiologist,19 years,Mon-Fri,District General Hospital,Nawalapitiya,7.05289228570123,80.5351710933404,
Dr. Amna Ahmed,Female,Neurologist,5 years,Tue-Thu,Gamapaha General Hospital,,,,
Dr. Sara Malik,Male,Neurologist,12 years,Everyday,Gamapaha General Hospital,,,,
Dr. Amna Malik,Female,Dermatologist,7 years,Weekends,Gamapaha General Hospital,,,,
Dr. Ayesha Hussain,Female,Orthopedic Surgeon,13 years,Mon-Fri,bsr,,5.95410507828592,80.5250196865879,
Dr. Amna Hussain,Male,Neurologist,8 years,Mon-Fri,bsr,,5.95410507828592,80.5250196865879,
Dr. Zain Malik,Female,Pediatrician,14 years,Tue-Thu,Galauda Divisional Hospital,,,,
Dr. Sara Hussain,Female,Pediatrician,9 years,Tue-Thu,Alpha Lanka Diabetic Hospital,,,,yes
Dr. Ayesha Sheikh,Male,Dermatologist,5 years,Weekends,Alpha Lanka Diabetic Hospital,,,,yes
Dr. Sara Hussain,Female,Dermatologist,5 years,Everyday,Alpha Lanka Diabetic Hospital,,,,yes
Dr. Amna Raza,Female,Dermatologist,10 years,Tue-Thu,Badulla Central Hospital,,6.98594183410279,81.0582949743119,yes
Dr. Ali Chaudhry,Female,Pediatrician,13 years,Weekends,Badulla Central Hospital,,6.98594183410279,81.0582949743119,yes
Dr. Omar Hussain,Male,Neurologist,8 years,Mon-Fri,Badulla Central Hospital,,6.98594183410279,81.0582949743119,yes
Dr. Omar Chaudhry,Male,Neurologist,16 years,Everyday,Poovarasankulam Divisional Hospital,,8.75249112747088,80.3671948200771,
Dr. Zain Ahmed,Male,Orthopedic Surgeon,8 years,Tue-Thu,Poovarasankulam Divisional Hospital,,8.75249112747088,80.3671948200771,
Dr. Amna Sheikh,Male,Dermatologist,6 years,Everyday,AHS Hostel (university of ruhuna),,,,
Dr. Ayesha Chaudhry,Female,Cardiologist,13 years,Weekends,AHS Hostel (university of ruhuna),,,,
Dr. Zain Ahmed,Female,Pediatrician,15 years,Tue-Thu,Lindula Divisional Hospital,,,,
Dr. Omar Hussain,Male,Neurologist,13 years,Tue-Thu,Nildandahinna Genaral Hospital,,7.07851928410201,80.8925777915919,
Dr. Ali Chaudhry,Female,Dermatologist,14 years,Everyday,Kandana Base Hospital,,7.04123859044299,79.9037390255887,
Dr. Fatima Chaudhry,Male,Pediatrician,16 years,Everyday,Kandana Base Hospital,,7.04123859044299,79.9037390255887,
Dr. Amna Raza,Female,Orthopedic Surgeon,13 years,Weekends,Kandana Base Hospital,,7.04123859044299,79.9037390255887,
Dr. Sara Ahmed,Male,Cardiologist,19 years,Everyday,District Hospital,Sainthamaruthu,,,
Dr. Bilal Raza,Female,Cardiologist,14 years,Weekends,District Hospital,Sainthamaruthu,,,
Dr. Omar Ahmed,Male,Cardiologist,6 years,Tue-Thu,District Hospital,Sainthamaruthu,,,
Dr. Sara Raza,Male,Cardiologist,14 years,Everyday,Arogya Gampaha,,7.09065032874599,80.0005284657517,
Dr. Omar Khan,Male,Neurologist,5 years,Mon-Fri,Arogya Gampaha,,7.09065032874599,80.0005284657517,
Dr. Omar Ahmed,Female,Neurologist,17 years,Tue-Thu,Base Hospitel Mahiladithivu,,,,
Dr. Zain Raza,Male,Neurologist,8 years,Tue-Thu,Colombo Friend-in-Need Society,,6.91640925341272,79.8559088685955,no
Dr. Ali Malik,Female,Neurologist,7 years,Tue-Thu,Panama Base Hospital,Panama,6.75582933914777,81.8042992765424,
Dr. Fatima Ahmed,Female,Orthopedic Surgeon,6 years,Tue-Thu,Mullaitivu Divisional Hosprel,Mullaitivu,,,
Dr. Ayesha Raza,Female,Dermatologist,10 years,Weekends,Mullaitivu Divisional Hosprel,Mullaitivu,,,
Dr. Ali Ahmed,Male,Cardiologist,14 years,Weekends,Mullaitivu Divisional Hosprel,Mullaitivu,,,
Dr. Ali Chaudhry,Male,Orthopedic Surgeon,10 years,Tue-Thu,Divisional Hospital Chankanai,,,,
Dr. Fatima Sheikh,Female,Cardiologist,20 years,Tue-Thu,Golden Key ENT Hospital,,,,
Dr. Fatima Sheikh,Male,Orthopedic Surgeon,7 years,Mon-Fri,Golden Key ENT Hospital,,,,
Dr. Fatima Raza,Female,Neurologist,11 years,Tue-Thu,Golden Key ENT Hospital,,,,
Dr. Ayesha Raza,Female,Cardiologist,5 years,Mon-Fri,Provincial General Hospital,Badulla,6.99165728623876,81.052434263794,
Dr. Ali Sheikh,Female,Cardiologist,17 years,Weekends,Provincial General Hospital,Badulla,6.99165728623876,81.052434263794,
Dr. Fatima Raza,Female,Dermatologist,15 years,Weekends,Provincial General Hospital,Badulla,6.99165728623876,81.052434263794,
Dr. Zain Ahmed,Male,Orthopedic Surgeon,9 years,Tue-Thu,National Eye Hospital,,6.91847229124082,79.8650996254253,yes
Dr. Ali Khan,Male,Dermatologist,13 years,Mon-Fri,Kiribathgoda Base Hospital,,6.98383562947336,79.9292154850085,
Dr. Bilal Khan,Male,Pediatrician,17 years,Everyday,Mulleriyawa Hospital,,6.92477087238055,79.9429179688595,yes
Dr. Sara Chaudhry,Female,Dermatologist,15 years,Everyday,Mulleriyawa Hospital,,6.92477087238055,79.9429179688595,yes
Dr. Ali Khan,Male,Neurologist,13 years,Mon-Fri,JAI hospitel,Akkaraipattu,,,
Dr. Omar Malik,Male,Cardiologist,20 years,Tue-Thu,JAI hospitel,Akkaraipattu,,,
Dr. Omar Ahmed,Male,Neurologist,8 years,Tue-Thu,Gangodagama Divisional Hospital,,,,
Dr. Bilal Chaudhry,Female,Cardiologist,15 years,Everyday,Gangodagama Divisional Hospital,,,,
Dr. Fatima Sheikh,Male,Dermatologist,14 years,Weekends,District Hospital Bingiriya,Bingiriya,7.59839752452672,79.9318918266918,
Dr. Ali Sheikh,Female,Neurologist,15 years,Tue-Thu,District Hospital Bingiriya,Bingiriya,7.59839752452672,79.9318918266918,
Dr. Zain Malik,Female,Orthopedic Surgeon,13 years,Tue-Thu,Ayurvedic Medicine Center,,,,
Dr. Ayesha Malik,Female,Dermatologist,20 years,Tue-Thu,Digana,,7.29427684786305,80.7348434496354,
Dr. Omar Sheikh,Male,Pediatrician,8 years,Everyday,Digana,,7.29427684786305,80.7348434496354,
Dr. Zain Raza,Female,Pediatrician,13 years,Tue-Thu,Digana,,7.29427684786305,80.7348434496354,
Dr. Sara Hussain,Female,Dermatologist,9 years,Mon-Fri,Udapane Ayurwedic Hospital,Pundaluoya,7.01461288827909,80.6445461287564,
Dr. Ayesha Malik,Female,Orthopedic Surgeon,8 years,Weekends,Udapane Ayurwedic Hospital,Pundaluoya,7.01461288827909,80.6445461287564,
Dr. Sara Sheikh,Female,Cardiologist,9 years,Weekends,Udapane Ayurwedic Hospital,Pundaluoya,7.01461288827909,80.6445461287564,
Dr. Ali Malik,Male,Pediatrician,19 years,Tue-Thu,MOH Kathiravelly,,,,
Dr. Omar Chaudhry,Male,Pediatrician,17 years,Tue-Thu,MOH Kathiravelly,,,,
Dr. Bilal Ahmed,Female,Orthopedic Surgeon,11 years,Weekends,Theripehe Hospital,,7.12051119407778,80.925907172276,
Dr. Sara Hussain,Female,Pediatrician,12 years,Mon-Fri,Panama Base Hospital,,,,
Dr. Zain Hussain,Male,Orthopedic Surgeon,18 years,Weekends,Panama Base Hospital,,,,
Dr. Zain Hussain,Female,Neurologist,16 years,Everyday,Panama Base Hospital,,,,
Dr. Fatima Sheikh,Female,Cardiologist,11 years,Weekends,Angunukolapeless,,6.16525661861508,80.8997814506363,
Dr. Amna Malik,Female,Orthopedic Surgeon,19 years,Everyday,GV Hospital,,,,
Dr. Ayesha Hussain,Male,Pediatrician,5 years,Weekends,GV Hospital,,,,
Dr. Zain Malik,Female,Pediatrician,9 years,Mon-Fri,Divisional Hospital Velanai,,9.63709388671273,79.9038190727641,
Dr. Bilal Sheikh,Male,Orthopedic Surgeon,19 years,Mon-Fri,Maccarthy Private Hospital,,6.91396349788573,79.8697566946475,
Dr. Sara Malik,Male,Dermatologist,16 years,Mon-Fri,Maccarthy Private Hospital,,6.91396349788573,79.8697566946475,
Dr. Zain Malik,Male,Dermatologist,12 years,Mon-Fri,Medawala Divisional Hospital,,7.35781695451729,80.5663664414764,
Dr. Bilal Malik,Female,Dermatologist,15 years,Weekends,Medawala Divisional Hospital,,7.35781695451729,80.5663664414764,
Dr. Fatima Khan,Male,Dermatologist,12 years,Mon-Fri,Medawala Divisional Hospital,,7.35781695451729,80.5663664414764,
Dr. Omar Sheikh,Male,Dermatologist,17 years,Everyday,Akaragama Divisional Hospital,,,,
Dr. Ayesha Khan,Female,Neurologist,6 years,Everyday,Akaragama Divisional Hospital,,,,
Dr. Sara Malik,Male,Dermatologist,20 years,Mon-Fri,Akaragama Divisional Hospital,,,,
Dr. Fatima Malik,Male,Cardiologist,5 years,Everyday,National STD / AIDS Control Programme (NSACP),Colombo 10,,,no
Dr. Ayesha Sheikh,Female,Dermatologist,5 years,Mon-Fri,Aparekka Aurvedic Hospital,,,,
Dr. Sara Sheikh,Male,Dermatologist,16 years,Tue-Thu,Karadiyanaru Hospital,,,,
Dr. Sara Sheikh,Female,Neurologist,9 years,Weekends,Base Hospital,Thissamaharama,6.28499998443769,81.268566666265,
Dr. Ayesha Sheikh,Male,Orthopedic Surgeon,19 years,Tue-Thu,Divisional Hospital Kapugollewa,,,,
Dr. Ayesha Sheikh,Female,Pediatrician,6 years,Weekends,Divisional Hospital Kapugollewa,,,,
Dr. Sara Khan,Male,Dermatologist,7 years,Weekends,Divisional Hospital Kapugollewa,,,,
Dr. Amna Hussain,Male,Cardiologist,15 years,Tue-Thu,Mawathagama Divisional Hospital,,7.44039546458276,80.448020674189,
Dr. Bilal Ahmed,Male,Pediatrician,7 years,Weekends,Mawathagama Divisional Hospital,,7.44039546458276,80.448020674189,
Dr. Ali Ahmed,Male,Dermatologist,6 years,Mon-Fri,Medirigiriya Base Hospital,,8.1430793251844,80.9675465394042,
Dr. Sara Hussain,Female,Dermatologist,7 years,Everyday,Medirigiriya Base Hospital,,8.1430793251844,80.9675465394042,
Dr. Zain Hussain,Male,Dermatologist,20 years,Mon-Fri,Medirigiriya Base Hospital,,8.1430793251844,80.9675465394042,
Dr. Bilal Sheikh,Male,Cardiologist,20 years,Tue-Thu,Base Hospital - Pulmoddai,,,,
Dr. Fatima Raza,Female,Cardiologist,17 years,Mon-Fri,Base Hospital - Pulmoddai,,,,
Dr. Amna Chaudhry,Female,Neurologist,12 years,Weekends,Base Hospital - Pulmoddai,,,,
Dr. Fatima Chaudhry,Female,Cardiologist,17 years,Weekends,Phillip Hospital,,6.57934023738332,79.9627481268445,
Dr. Sara Chaudhry,Male,Cardiologist,9 years,Tue-Thu,Divisional Hospital - Sithaparapuram,,8.67942884353539,80.526641417214,
Dr. Ali Chaudhry,Female,Pediatrician,8 years,Everyday,Divisional Hospital - Sithaparapuram,,8.67942884353539,80.526641417214,
Dr. Omar Chaudhry,Male,Neurologist,5 years,Tue-Thu,Navinna Hospital,Kurunegala,,,
Dr. Sara Hussain,Female,Cardiologist,8 years,Mon-Fri,Navinna Hospital,Kurunegala,,,
Dr. Amna Sheikh,Male,Cardiologist,20 years,Everyday,Navinna Hospital,Kurunegala,,,
Dr. Bilal Ahmed,Male,Orthopedic Surgeon,15 years,Everyday,Maadipola Hospital,,7.68554492619302,80.5770924276915,
Dr. Amna Raza,Female,Dermatologist,20 years,Weekends,Primary Helath Cetnre,,,,no
Dr. Ayesha Khan,Female,Orthopedic Surgeon,15 years,Everyday,Batheegama District Hospital,,,,
Dr. Bilal Chaudhry,Male,Neurologist,20 years,Everyday,Batheegama District Hospital,,,,
Dr. Ali Raza,Female,Pediatrician,10 years,Mon-Fri,Divisional Hospital - Maruthankerny,,9.62203554620442,80.396823674329,
Dr. Ali Khan,Female,Pediatrician,13 years,Everyday,Divisional Hospital - Maruthankerny,,9.62203554620442,80.396823674329,
Dr. Amna Raza,Male,Pediatrician,15 years,Mon-Fri,Eravur Base Hospital,,,,
Dr. Zain Ahmed,Female,Dermatologist,18 years,Weekends,Kokkuvil Village Hospital,,,,
Dr. Sara Malik,Male,Orthopedic Surgeon,10 years,Mon-Fri,Kokkuvil Village Hospital,,,,
Dr. Amna Khan,Male,Orthopedic Surgeon,9 years,Weekends,Kokkuvil Village Hospital,,,,
Dr. Omar Khan,Female,Orthopedic Surgeon,18 years,Weekends,Venus Nursing Home,,,,
Dr. Zain Raza,Male,Dermatologist,17 years,Tue-Thu,Venus Nursing Home,,,,
Dr. Fatima Ahmed,Female,Orthopedic Surgeon,7 years,Weekends,Venus Nursing Home,,,,
Dr. Amna Chaudhry,Female,Orthopedic Surgeon,9 years,Tue-Thu,Mendis Aurvedic Hospital,,,,
Dr. Zain Ahmed,Female,Pediatrician,11 years,Mon-Fri,OSRO Hospital,Mawanella,7.25104609259824,80.449787663197,
Dr. Fatima Hussain,Male,Pediatrician,12 years,Tue-Thu,OSRO Hospital,Mawanella,7.25104609259824,80.449787663197,
Dr. Omar Raza,Male,Neurologist,17 years,Mon-Fri,OSRO Hospital,Mawanella,7.25104609259824,80.449787663197,
Dr. Fatima Sheikh,Male,Dermatologist,8 years,Mon-Fri,Koslanda District Hospital,,,,
Dr. Ali Chaudhry,Male,Pediatrician,20 years,Weekends,Koslanda District Hospital,,,,
Dr. Ayesha Hussain,Female,Pediatrician,13 years,Tue-Thu,Nuwara Eliya General Hospital,Nuwara Eliya,6.97410943666887,80.7803116701333,yes
Dr. Bilal Malik,Male,Pediatrician,17 years,Mon-Fri,Kekirawa District Hospital,,8.0440229993082,80.5960426534813,
Dr. Ali Hussain,Male,Cardiologist,20 years,Mon-Fri,Kekirawa District Hospital,,8.0440229993082,80.5960426534813,
Dr. Amna Malik,Female,Neurologist,10 years,Everyday,Kekirawa District Hospital,,8.0440229993082,80.5960426534813,
Dr. Ali Hussain,Male,Pediatrician,20 years,Everyday,Magasthota State Hospital,,,,
Dr. Fatima Khan,Male,Dermatologist,19 years,Tue-Thu,Magasthota State Hospital,,,,
Dr. Ali Raza,Male,Neurologist,18 years,Everyday,ayurvedic hospital,,7.02194076712854,80.0098779758275,
Dr. Fatima Hussain,Male,Cardiologist,5 years,Tue-Thu,ayurvedic hospital,,7.02194076712854,80.0098779758275,
Dr. Bilal Chaudhry,Female,Dermatologist,8 years,Weekends,ayurvedic hospital,,7.02194076712854,80.0098779758275,
Dr. Sara Chaudhry,Female,Neurologist,10 years,Weekends,Kahawatte Rural Hospital,,7.16122637256214,80.6047233715029,
Dr. Zain Malik,Male,Pediatrician,5 years,Everyday,Kahawatte Rural Hospital,,7.16122637256214,80.6047233715029,
Dr. Omar Malik,Female,Cardiologist,8 years,Mon-Fri,Kahawatte Rural Hospital,,7.16122637256214,80.6047233715029,
Dr. Ayesha Hussain,Female,Cardiologist,20 years,Weekends,Dr Muhsin - Dental Clinic,,6.89571751960051,79.8604706355787,
Dr. Sara Khan,Female,Orthopedic Surgeon,19 years,Tue-Thu,Dr Muhsin - Dental Clinic,,6.89571751960051,79.8604706355787,
Dr. Ayesha Sheikh,Male,Neurologist,11 years,Mon-Fri,Car Park,Galle,6.03659323143518,80.2162354866366,
Dr. Amna Khan,Female,Orthopedic Surgeon,19 years,Mon-Fri,St. Annes Chanelling Center,,,,
Dr. Fatima Hussain,Male,Neurologist,6 years,Tue-Thu,St. Annes Chanelling Center,,,,
Dr. Bilal Malik,Male,Cardiologist,10 years,Mon-Fri,Sinha Hospital,Rathnapura,6.6909651432492,80.394658042006,
Dr. Bilal Sheikh,Male,Pediatrician,18 years,Tue-Thu,Sinha Hospital,Rathnapura,6.6909651432492,80.394658042006,
Dr. Zain Sheikh,Male,Dermatologist,17 years,Weekends,Hambantota General Hospital,,6.12719523449445,81.1224548388868,yes
Dr. Omar Sheikh,Female,Cardiologist,14 years,Weekends,Hambantota General Hospital,,6.12719523449445,81.1224548388868,yes
Dr. Fatima Chaudhry,Male,Dermatologist,13 years,Weekends,Ettampitiya Base Hospital,,6.93468766966319,80.9899054337577,
Dr. Bilal Khan,Female,Neurologist,19 years,Tue-Thu,Ettampitiya Base Hospital,,6.93468766966319,80.9899054337577,
Dr. Fatima Raza,Female,Cardiologist,17 years,Everyday,Ettampitiya Base Hospital,,6.93468766966319,80.9899054337577,
Dr. Zain Malik,Male,Pediatrician,9 years,Weekends,Primary Medical Care Unit (PMCU) Vaddukoddai,,,,
Dr. Fatima Hussain,Female,Neurologist,5 years,Weekends,Government Dispensery,,6.97672065096452,80.1174679173247,
Dr. Ali Sheikh,Female,Dermatologist,5 years,Tue-Thu,Government Dispensery,,6.97672065096452,80.1174679173247,
Dr. Sara Malik,Male,Pediatrician,10 years,Everyday,Base Hospital - Puthukudrippu,,9.31552393166052,80.7045805882274,no
Dr. Zain Khan,Female,Neurologist,11 years,Weekends,Base Hospital - Puthukudrippu,,9.31552393166052,80.7045805882274,no
Dr. Ayesha Khan,Male,Neurologist,12 years,Weekends,Abisha Hospital,,8.74833303294454,80.4940508174756,
Dr. Omar Raza,Female,Neurologist,8 years,Weekends,Hemas Hospital,Thalawathugoda,,,yes
Dr. Amna Chaudhry,Female,Orthopedic Surgeon,5 years,Everyday,Hemas Hospital,Thalawathugoda,,,yes
Dr. Ayesha Sheikh,Female,Pediatrician,14 years,Weekends,Base Hospital,Ratnapura,6.6871446717827,80.3924991990247,
Dr. Zain Ahmed,Female,Neurologist,20 years,Weekends,Base Hospital,Ratnapura,6.6871446717827,80.3924991990247,
Dr. Amna Raza,Male,Pediatrician,5 years,Tue-Thu,Base Hospital,Ratnapura,6.6871446717827,80.3924991990247,
Dr. Ali Raza,Female,Orthopedic Surgeon,6 years,Everyday,Akkurugoda MOH,,6.00846532458453,80.5007264166201,
Dr. Sara Chaudhry,Male,Neurologist,6 years,Weekends,Akkurugoda MOH,,6.00846532458453,80.5007264166201,
Dr. Bilal Chaudhry,Female,Orthopedic Surgeon,19 years,Everyday,Madulla Dispensary,,7.05372603360991,80.9264194741979,
Dr. Amna Hussain,Male,Dermatologist,14 years,Mon-Fri,Madulla Dispensary,,7.05372603360991,80.9264194741979,
Dr. Fatima Hussain,Male,Neurologist,15 years,Weekends,Pallebedda Divisional Hospital,,6.48315949102886,80.7063830326858,
Dr. Ali Raza,Female,Cardiologist,14 years,Weekends,Neriyakulam Divisional Hospital,,8.60165676820671,80.370134269701,
Dr. Omar Khan,Female,Neurologist,20 years,Mon-Fri,Wanniarachchi Medical Center,,7.29504043924217,80.2378676699848,
Dr. Omar Ahmed,Male,Cardiologist,8 years,Weekends,Wanniarachchi Medical Center,,7.29504043924217,80.2378676699848,
Dr. Omar Sheikh,Female,Dermatologist,19 years,Tue-Thu,Wanniarachchi Medical Center,,7.29504043924217,80.2378676699848,
Dr. Sara Malik,Male,Neurologist,20 years,Tue-Thu,High Forest Government Hospital,,7.06670926634956,80.8400831893017,
Dr. Fatima Raza,Male,Neurologist,8 years,Weekends,High Forest Government Hospital,,7.06670926634956,80.8400831893017,
Dr. Amna Ahmed,Female,Neurologist,9 years,Mon-Fri,Mahiyanganaya Base Hospital,,7.32616068552576,80.9907892216282,
Dr. Ayesha Malik,Female,Pediatrician,20 years,Weekends,Mahiyanganaya Base Hospital,,7.32616068552576,80.9907892216282,
Dr. Sara Raza,Male,Pediatrician,20 years,Weekends,Mahiyanganaya Base Hospital,,7.32616068552576,80.9907892216282,
Dr. Ali Chaudhry,Male,Orthopedic Surgeon,7 years,Weekends,Rural Ayurvedic Hospital,,,,no
Dr. Sara Khan,Male,Dermatologist,18 years,Weekends,Asiri Hospital,Narahenpita,,,yes
Dr. Amna Ahmed,Male,Pediatrician,15 years,Weekends,Asiri Hospital,Narahenpita,,,yes
Dr. Amna Hussain,Female,Dermatologist,18 years,Mon-Fri,Asiri Hospital,Narahenpita,,,yes
